ID,Name,Arabic Name,Alternative Name,Arabic Alternative Name,Library of Congress Name,Arabic Library of Congress Name,Also Known As,Arabic Also Known As,Documentation,Arabic Documentation,All Nisba IDs,Date of Death,Arabic Date of Death,Date of Birth,Arabic Date of Birth,Group ID,Reference Number,Hidden
187,ʿAbd al-Raḥmān b. Muḥammad al-Amīn b. al-Ṭālib Sīdi Aḥmad al-Ghallāwī and Ibn Sālim al-Walātī,عبد الرحمان بن محمد الأمين بن الطالب سيد أحمد الغلاوي وإبن سليمة الولاتي,,,,,,,,,[103][172],,,,,,,
188,ʿAbd al-Rahman b. Muḥammad al-Anbārī,عبد الرحمان بن محمد الأنباري,,,,,Kamāl al-Dīn,كمال الدين,,,[218],,,,,,,
190,ʿAbd al-Raḥmān b. Muḥammad al-Ḥaramī,عبد الرحمان بن محمد الحرمي,,,,,,,,,[1008],,,,,,,
191,ʿAbd al-Raḥmān b. Muḥammad al-Naḥrāwī,عبد الرحمان بن محمد النحراوي‏,,,,,,,,,[1254],1209/1795-6,,,,,,
193,ʿAbd al-Rahman b. Muḥammad al-Sanūsī b. Yūsuf al-Barnāwī, عبد الرحمن بن محمد السنوسي بن يوسف البرناوي,,,,,,,,,[258],983/1585,,,,,,
194,ʿAbd al-Raḥmān b. Muḥammad al-Shahāwī al-Saʿūdī,عبد الرحمان بن محمد الشهاوي السعودي,,,,,,,,,[1750][2024],,,,,,,
195,ʿAbd al-Raḥmān b. Muḥammad al-Tājurī,عبد الرحمان بن محمد التاجوري‏ ‬,,,,,Abū al-Layth,‬أبو الليث‏,,,[266],999/1590-1,,,,,,
196,ʿAbd al-Raḥmān b. Muḥammad al-Talmūdī al-Jazūlī,عبد الرحمان بن محمد التلمودي الجزولي,,,,,,,,,[1127][433],,,,,,,
197,ʿAbd al-Rahman b. Muḥammad al-Wangharī, عبد الرحمن بن محمد الونغري,,,,,,,,,[1246],,,,,,,
198,ʿAbd al-Raḥmān b. Muḥammad b. ʿAbd al-Raḥmān,عبد الرحمان بن محمد بن عبد الرحمان,,,,,,,,,,,,,,,,
200,ʿAbd al-Rahman b. Muḥammad b. ʿAbd al-Rahman b. ʿAskar al-Baghdādī, عبد الرحمن بن محمد بن عبد الرحمن بن عسكر البغدادي,,,,,Ibn ʿAskar,ابن عسكر,"GAL II 163, S II 205",,[1697][347][670],732/1332,,,,,,
201,ʿAbd al-Raḥmān b. Muḥammad b. ʿAlī al-Bisṭāmī,عبد الرحمان بن محمد بن علي البسطامي,,,,,,,"There appears to be a conflation of this author with author # 609, ʿAlī b. Muḥammad al-Qalaṣādī al-Bisṭāmī, with both recorded with the same death dates.",,[1961][234],858/1454,,,,,,
202,ʿAbd al-Raḥmān b. Muḥammad b. Aḥmad al-Tājūrī,عبد الرحمان بن محمد بن أحمد التاجوري,,,,,ʿAbd al-Raḥmān al-Tājūrī,عبد الرحمان التاجوري,,,[266],,,,,,,
203,ʿAbd al-Raḥmān b. Muḥammad b. al-Qāḍirī,عبد الرحمان بن محمد بن القاضي,,,,,Abū ʿAbd Allāh,ابو عبد الله,,,[162],before 1131/1718-9,,,,,,
204,ʿAbd ar-Raḥmān b. Muḥammad ʿAbd Allāh b. Aḥmad al-ʿAwayd al-Maḥjūbī,عبد الرحمن بن محمد عبد الله بن أحمد العويد المحجوبي,ʿAbdī b. Muhammad b. ʿAbd al-Raḥman b. Aḥmad al-Wālī al-Maḥjūbī (MLG),عبدي بن محمد بن عبد الرحمم بن أحمد الولي المحجوبي (ربشتوك),,,,,Arabic Literature of Africa vol. V  p. 1056,الأدب العربي في أفريقيا المجلد الخامس ص 1056,[640],1220/1805-6,1220/1805-6,,,11,,
205,ʿAbd al-Raḥman b. Muḥammad b. Makhlūf al-Thaʿālibī,عبد الرحمان بن محمد بن مخلوف الثعالبي‏,,,,,,,,,[2327],875/1470-1,,,,,,
206,ʿAbd al-Raḥman b. Muḥammad b. Masʿūd b. ʿUmar b. Mūsa al-Fārsī,عبد الرحمان بن محمد بن مسعود بن عمر بن موسى الفارسي,,,,,Ibn ʿAṣfūr Rahān al-Dīn,ابن عصفور‏ رهان الدين‏,,,[578],,,,,,,
207,ʿAbd al-Raḥmān b. Muḥammad Maḥmūd,عبد الرحمان بن محمد محمود,,,,,,,,,,,,,,,,
208,ʿAbd al-Raḥmān b. Muḥammad Sanūsī b. Yūsuf,عبدالرحمان بن محمد سنوسي بن يوسف,,,,,,,,,[258][264],,,,,,,
209,ʿAbd ar-Raḥmān b. Muḥummadhun Fāl [Ṿāl] b. Muttālī at-Tandaghī,عبد الرحمن بن محمذن فال بن متالي التندغي,ʿAbd ar-Raḥmān b. ash-Shaykh b. Muttālī at-Tandaghī (Ibn Hamidun and Heymowski),عبد الرحمن بن الشيح بن متالي التندغي (ابن حامد وهيموسكي),,,,,Arabic Literature of Africa vol. V  p. 1292,الأدب العربي في أفريقيا المجلد الخامس ص 1292,[84],1322/1904-5,1322/1904-5,,,11,,
210,ʿAbd al-Raḥmān b. Mūlāy Aḥmad b. Mūlāy al-Bashīr,عبد الرحمان بن مولاي أحمد بن مولاي البشير,,,,,,,,,,,,,,,,
211,ʿAbd al-Raḥmān b. Naṣr al-Shīrāzī,عبد الرحمان بن نصر الشيرازي,,,,,,,,,[852],,,,,,,
212,ʿAbd al-Raḥmān b. Rajab,عبد الرحمان بن رجب,,,,,,,,,,,,,,,,
213,ʿAbd al-Raḥmān b. Salām al-Ghafārī,عبد الرحمان بن سلام الغفاري,,,,,,,,,[445],,,,,,,
214,ʿAbd al-Raḥmān b. Sīdi Bukār b. Ḥayd al-Jīrī,عبد الرحمان بن سيد بكار بن حيد الجيري,,,,,,,,,[927],,,,,,,
215,ʿAbd al-Raḥmān b. Sidīd al-Anṣārī al-Kallādī (al-Gallādī),عبد الرحمان بن سديد الأنصاري الكلادي,,,,,,,,,[13][1706],,,,,,,
219,ʿAbd al-Rahman b. Yakhluftān b. Aḥmad al-Fāzāzī,عبد الرحمان بن يكلفتان بن أحمد الفازازي,,,http://id.loc.gov/authorities/names/nr92004975,,"Abū Zayd, Ibn Yakhluftan",أبو زيد,GAL S I 482,,[274],627/1230,,,,,,
220,ʿAbd al-Raḥmān b. Yūsuf al-ʾUjhūrī,عبد الرحمان بن يوسف الأجهوري,,,,,Abū al-Fayḍ,أبو الفيض,This is one of two authors in WAAMD with the nisba ʿUjhuri who share the same death dates and subject matter in their writings but divergent names: see also author # 593.,,[674],1066/1655,,,,,,
222,ʿAbd al-Raḥmān b. Yūsuf al-Bijāʾī,عبد الرحمان بن يوسف البجائي,,,,,,,,,[808],,,,,,,
223,ʿAbd al-Rahman b. Yūsuf al-Ifrīqī, عبد الرحمن بن يوسف الإفريقي,,,,,,,,,[1122],1377/1957,,,,,,
225,ʿAbd al-Raḥmān b.ʿAbd Allāh al-Qayrawānī,عبد الرحمان بن عبد الله القيرواني,,,,,,,,,[78],,,,,,,
226,ʿAbd al-Raḥmān b.ʿAlī,عبد الرحمان بن علي‏ ‬,,,,,,,,,,597/1200-1,,,,,,
227,ʿAbd al-Raḥmān b.ʿAlī al-Shaybānī,عبد الرحمان بن علي‏ ‬الشيباني‏ ‬,,,,,Ibn Daybaʿ,ابن ديبع,,,[126],944/1527-8,,,,,,
230,ʿAbd al-Raḥmān b. ʿAlī b. Ṣālaḥ al-Makkūdī,عبد الرحمان بن علي‏ ‬بن صالح المكودي‏ ‬,,,https://lccn.loc.gov/nr92026099,,Abū Zyad,أبو زيد,"GAL I 299, S I 524, S II 336",,[17][582],807/1404-5,,,,,,
231,ʿAbd al-Raḥmān Muḥammad b. Makhlūf al-Salībī,عبدالرحمان بن محمد بن مخلوف السليبي,,,,,,,,,[477],,,,,,,
232,ʿAbd al-Raḥmān Namātā Binṭim,عبد الرحمان نماتا بنطم,,,,,,,,,,,,,,,,
233,ʿAbd al-Raḥmān Rakkī (Dr.),عبد الرحمان ركي,,,,,,,,,,,,,,,,
234,ʿAbd al-Raḥmān Sīdi Aḥmad (?),عبد الرحمان سدي أحمد (؟),,,,,,,,,,1077/1666-7,,,,,,
235,ʿAbd al-Rashid b. Muḥammad al-Wurī (Olore),عبدالرشيد بن محمد الوري,,,,,,,,,[460],,,,,,,
236,ʿAbd al-Razzaq al-Kashānī,عبد الرزاق الكشاني,,,,,ʿAbd al-Razzāq b. al-Ghayāth al-Kāshī,,,,[194],730/1329,,,,,,
238,ʿAbd al-Ṣādiq b. Aḥmad b. ʿAbd al-Ṣādiq,عبد الصادق بن أحمد بن عبد الصادق,,,,,,,,,,,,,,,,
239,ʿAbd al-Salām,عبد السلام,,,,,,,,,,,,,,,,
240,ʿAbd al-Salām Aḥmad b. al-Shaykh Ghānim,عبد السلام أحمد بن الشيخ غانم,,,,,,,,,,,,,,,,
241,ʿAbd al-Salām al-Asmar b. Sulaym al-Faytūrī,عبد السلام الأسمر بن سليم  الفيتوري,Muḥammad b. al-Salām  al-Faytūrī,محمد بن السلام الفيتوري,,,,,,,[398],,,,,,,
242,ʿAbd al-Salām al-Zamūrī,عبد السلام الزموري,,,,,,,,,[1138],,,,,,,
243,ʿAbd al-Salām b. al-Ṭayyib al-Qādirī,عبد السلام بن الطيب القادري,ʿAbd al-Salām b. al-Ṭayyib b. Muhammad al-Qādirī,,,,Ibn Tayb,,GAL S II 682,,[162],1698,,,,,,
244,ʿAbd al-Salām b. Ḥusayn b. Ḥamdūn al-Barnāwī al-Ghasarkamī,عبدالسلام بن حسين بن حمدون البرناوي الغسركمي,,,,,,,,,[1945][258],,,,,,,
246,ʿAbd al-Salām b. Muḥammad al-Ḥasan al-Sanūsī al-Tijānī,عبد السلام بن محمد بن الحسن السنوسي التجاني,,,,,,,,,[300][548],1339/1920,,,,,,
247,ʿAbd al-Salām b. Sulaymān,عبد السلام بن سليمان,,,,,,,,,,,,,,,,
248,ʿAbd as-Salām b. Muḥammad b. ʿAbd al-Jalīl b. Ḥurma al-ʿAlawī,عبد السلام بن محمد بن عبد الجليل بن حرمه العلوي,,,,,,,Arabic Literature of Africa vol. V  p. 187,الأدب العربي في أفريقيا المجلد الخامس ص 187,[6],1343/1924-5,1343/1924-5,,,11,,
249,ʿAbd al-Samad b. Abī Bakr,عبد الصمد بن أبي بكر,,,,,,,,,,,,,,,,
250,ʿAbd al-Samiʿ al-Abī al-Azharī,عبد السميع الآبي الأزهري,,,,,,,,,[372],,,,,,,
251,ʿAbd al-Wadūd Aḥmad b. ʿUthmān b. Mawlūd,عبد الودود أحمد بن عثمان بن مولد,,,,,,,,,,,,,,,,
252,ʿAbd al-Wadūd b. ʿAbd al-Raḥmān al-Tāggāṭī,عبد الودود بن عبد الرحمان التاكاطي,,,,,,,,,[621],,,,,,,
254,ʿAbd al-Wadūd b. ʿAbd Allāh b. Anjubnān al-Alfagha Ḥayballī,عبد الودود بن عبد الله بن انجبنان الأَلْفَغَ حيبلي,ʿAbd al-Wadūd b. ʿAbd Allāh b. Anjubnān al-Alfāghī (AMMS),عبد الودود بن عبد الله بن انجبنان الألفغي (AMMS),,,,,Arabic Literature of Africa vol. V  p. 280,الأدب العربي في أفريقيا المجلد الخامس ص 280,[96],1268/1851,1268/1851,,,11,,
256,ʿAbd al-Wadūd b. Muḥammad b. al-Ḥaḍramī al-Majlisī,عبد الودود بن محمد بن الحضرمي المجلسي,ʿAbd al-Wadūd b. al-Ḥaḍramī al-Majlisī (Ibn Hamidun and Heymowski),عبد الودود بن الحضرمي المجلسي (ابن حامد وهيموسكي),,,,,Arabic Literature of Africa vol. V  p. 1080,الأدب العربي في أفريقيا المجلد الخامس ص 1080,[48],1362/1944,1362/1944,,,11,,
258,ʿAbd al-Wahhāb Ādam al-Falākī,عبد الوهاب ادم الفلاكي,,,,,,,,,[309],,,,,,,
259,ʿAbd al-Wahhāb b. ʿAlī al-Baghdādī al-Thaʿālibī,عبد الوهاب بن علي‏ ‬البغدادي‏ ‬الثعلبي‏ ‬,,,,,,,,,[2327][347],1040/1630-1,,,,,,
260,ʿAbd al-Wahhāb b. ʿAlī b. Naṣr al-Taghlabī al-Baghdādī,عبد الوهاب بن علي بن نصر التغلبي البغدادي,,,,,Qāḍī ʿAbd al-Wahhāb,قاضي عبد الوهاب,,,[347][562],422/1031,,,,,,
263,ʿAbd al-Wahhāb b. Aḥmad b. ʿAlī al-Shʿarānī al-Zaghalī al-Anṣārī,عبد الوهاب بن أحمد بن علي‏ ‬الشعراني‏ ‬الزغلي الأنصاري‏ ‬,,,,,,,,,[1748][2065],973/1565-6,,,,,,
265,ʿAbd al-Wahhāb b. al-Ḥasan al-Muhallabī,عبد الوهاب بن الحسن المهلبي,,,,,,,,,[1727][1916],685/1286,685,,,,,
267,ʿAbd al-Wāḥid b. Aḥmad,عبد الواحد بن أحمد,,,,,,,"This may be author # 272, ʿAbd al-Wāḥid b. Aḥmad b. ʿAlī b. ʿĀshir al-Anṣārī al-Fasi",,,,,,,,,
272,ʿAbd al-Wāḥid b. Aḥmad b. ʿAlī b. ʿĀshir al-Anṣārī al-Fāsī,عبد الواحد بن أحمد بن علي‏ بن عاشر الأنصاري‏ ‬الفاسي,,,http://id.loc.gov/authorities/names/nr91035248,,Ibn ʿĀshir,ابن عاشر,"GAL II 461, S II 699",,[13][17],1040/1631,1040/1631,990/1582-3,990/1582-3,,,
273,ʿAbd al-Wāḥid b. Aḥmad b. Ṣāliḥ al-Darʿī,عبد الواحد بن أحمد بن صالح الدرعي,,,,,,,,,[25],,,,,,,
275,ʿAbd al-Wāḥid b. al-Ḥusayn al-Rajrājī al-Maghribī, عبد الواحد بن الحسين الرجراجي المغربي,,,,,Rajrājī,رجراجي,,,[1738][777],844/1441,,,,,,
276,ʿAbd al-Wārath b. ʿAbd Allāh b. Mūsa al-Bālaṣūtī al-Ghamārī,عبد الوارث بن عبد الله بن موسى البالصوتي‏ ‬الغماري,,,http://id.loc.gov/authorities/names/no2013016660,,,,,,[1683][1917],1563/4,,,,,,
277,ʿAbd Allāh,عبد الله,,,,,,,,,,,,,,,,
278,ʿAbd Allāh (Kandūz),عبد الله,,,,,Kandūz,كندوز,,,,,,,,,,
279,ʿAbd Allāh ʿUthmān b. Sālim,عبد الله عثمان بن سليم,,,,,,,,,,,,,,,,
280,ʿAbd Allāh (?),عبد الله (?),,,,,,,,,,,,,,,,
281,ʿAbd Allāh Ādam,عبد الله آدم,,,,,,,,,,,,,,,,
282,ʿAbd Allāh al-ʿAlawī,عبد الله العلوي,,,,,,,,,[6],,,,,,,
283,ʿAbd Allāh al-ʿAtīq b. Dhī al-Khilāl al-Yaʿqūbī,عبد الله العتيق بن ذي الخلالي اليعقوبي,,,,,,,Arabic Literature of Africa vol. V  p. 1610,الأدب العربي في أفريقيا المجلد الخامس ص 1610,[46],1339/1920-1,1339/1920-1,,,11,,
284,ʿAbd Allāh al-Kafīf,عبد الله الكفيف,,,,,,,,,,,,,,,,
285,ʿAbd Allāh al-Kanawī,عبد الله الكنوي,,,,,,,,,[268],,,,,,,
286,ʿAbd Allāh al-Khayyaṭ b. Muḥammad al-Hārūshī al-Fāsī,عبد الله الخياط بن محمد الهاروشي الفاسي,,,,,,,,,[17][1956],,,,,,,
287,ʿAbd Allāh al-Maghribī al-Qurṭūbī, عبد الله المغربي القرطبي,,,,,,,,,[82],,,,,,,
288,ʿAbd Allāh al-Mukhtār b. Aḥmad b. Abī Bakr,عبد الله المختار بن أحمد بن أبي بكر,,,,,,,,,,,,,,,,
289,ʿAbd Allāh al-Muṣṭafa b. Muḥammad b. Aḥmadi al-Ḥasanī al-Yūsafī,عبد الله المصطفي بن محمد بن أحمدي الحسني اليوسفي,,,,,,,,,[1468][5],,,,,,,
290,ʿAbd Allāh al-Musūmī b. Sīdi b. Bakr Qanūn,عبد الله المسومي بن سيد بن بكر قنون,,,,,,,,,,,,,,,,
291,ʿAbd Allāh al-Muzammil b. Isḥāq,عبد الله المزمل بن إسحاق,,,,,,,,,,,,,,,,
292,ʿAbd Allāh al-Sadrāwī,عبد الله السدراوي,,,,,,,,,[616],,,,,,,
293,ʿAbd Allāh al-Sālim b. Aḥmayid,عبد الله السالم بن احميد,,,,,,,,,,,,,,,,
294,ʿAbd Allāh al-Sālim b. al-Shaykh al-Ḥasanī,عبد الله السالم بن الشيخ الحسني,,,,,,,,,[5],,,,,,,
295,ʿAbd Allāh al-Sālim b. Ḥib Allāh,عبد الله السالم بن حب الله,,,,,,,,,,,,,,,,
296,ʿAbd Allāh as-Sālim b. Muḥammaddū b. Ḥanbal al-Āgdāshī al-Ḥasanī,عبد الله السالم بن محمدو بن حنبل الأكداشي الحسني,,,,,,,Arabic Literature of Africa vol. V  p. 695,الأدب العربي في أفريقيا المجلد الخامس ص 695,[1393][5],1353/1932,1353/1932,1293/1876,1293هـ,11,,
297,ʿAbd Allāh al-Sūsī,عبد الله السوسي,,,,,Ḥājj,حاج,,,[148],,,,,,,
298,ʿAbd Allāh al-Tāwī b. al-Ṭālib,عبد الله التاوي بن الطالب,,,,,,,,,,,,,,,,
300,ʿAbd Allāh al-Tījānī,عبد الله التجاني,,,,,,,,,[1418][300],,,,,,,
301,ʿAbd Allāh al-Tīnbuktī,عبد الله التنبكتي,,,,,Ibn Ibrāhīm b. Bāba,ابن إبراهيم بن باب,,,[277],,,,,,,
302,ʿAbd Allāh b. ʿAbd al-Ḥamīd al-Sūqī,عبد الله بن عبد الحميد السوقي,,,,,,,,,[521],,,,,,,
303,ʿAbd Allāh b. ʿAbd al-Jalīl,عبد الله بن عبد الجليل,,,,,,,,,,,,,,,,
304,ʿAbd Allāh b. ʿAbd al-Laṭīf al-ʿAlawī,عبد الله بن عبد اللطيف العلوي,,,,,,,,,[6],,,,,,,
305,ʿAbd Allāh b. ʿAbd al-Rahīm al-Tamūkalī,عبد الله بن عبد الرحيم التموكلي,,,,,Zayn al-Dīn,‬زين الدين‏,,,[1301],,,,,,,
306,ʿAbd Allāh b. ʿAbd al-Raḥmān,عبد الله بن عبد الرحمان,,,,,,,,,,,,,,,,
307,ʿAbd Allāh b. ʿAbd al-Raḥmān al-ʿUthmānī,عبد الله بن عبد الرحمان العثماني,Muḥammad b. ʿAbd al-Raḥmān al-Shāfiʿī,محمد بن عبد الرحمان الشافعي,,,,,,,[1074],,,,,,,
308,ʿAbd Allāh b. ʿAbd al-Raḥmān al-Inkundarī,عبد الله بن عبد الرحمان الإنكندري,,,,,,,,,[961],,,,,,,
309,ʿAbd Allāh b. ʿAbd al-Raḥmān al-Qurashī al-Hāshimī,عبد الله بن عبد الرحمان القرشي الهاشمي,,,,,Bahāʾ al-Dīn / Ibn ʿAqīl,بهاء الدين / ابن عقيل,"GAL S I 522, S II 104",,[176][546],769/1367,,,,,,
310,ʿAbd Allāh b. ʿAbd al-Raḥmān al-Tawankalī (?),عبد الله بن عبد الرحمان التونكلي,,,,,,,,,[821],,,,,,,
311,ʿAbd Allāh b. ʿAbd al-Razāq al-Miknāsī al-ʿUthmānī,عبد الله بن عبد الرزاق العثماني‏ ‬المكناسي‏ ‬,,,,,,,Zirikli IV 97-8,,[1074][91],1027/1617-8,,,,,,
313,ʿAbd Allāh b. ʿAbd al-Wadūd,عبد الله بن عبد الودود,,,,,,,,,,,,,,,,
314,ʿAbd Allāh b. ʿAlī al-Murādī,عبد الله بن علي المرادي,Ḥasan b. Qāsim al-Murādī,حسن بن قاسم بن المرادي,,,Badr al-Dīn,بدر الدين,,,[26],,,,,,,
315,ʿAbd Allāh b. ʿAlī al-Qurashī,عبد الله بن علي العطار القرشي,,,,,ʿAṭṭār,عطار,,,[176],,,,,,,
317,ʿAbd Allāh b. ʿAlī b. ʿAbd Allāh b. ʿAlī al-Kinānī,عبد الله بن علي‏ ‬بن عبد الله بن علي‏ ‬الكناني‏‏,,,,,Ibn Shās,ابن شاس,,,[16],741/1340-1,,,,,,
319,ʿAbd Allāh b. ʿAlī b. ʿAthābasadūd b. Mūsa  al-Daḥḥalī,عبد الله بن علي بن عثابسدود بن موسي بن الدحالي,ʿAbd Allāh b. ʿAlī b. ʿUthmān b. Dāwud,عبد الله بن علي بن عثمان بن داود,,,,,,,[1674][2041],,,,,,,
320,ʿAbd Allāh b. ʿAlī b. Salmūn al-Kinānī al-Gharnāṭī,عبد الله بن علي بن سلمون الكناني الغرناطي,"Gharnāṭī, Muḥammad ibn Aḥmad",الغرناطي، محمد بن أحمد,https://lccn.loc.gov/2011332863,,Ibn Salmūn,ابن سلمون,"GAL II 264, S II 374",,[16][293],1340,1340,1271,1271,,,
321,ʿAbd Allāh b. ʿAllāl,عبد الله بن علال,,,,,,,,,,,,,,,,
322,ʿAbd Allāh b. ʿAmr al-Maghrāwī al-Filālī,عبد الله بن عمر المغراوي الفلالي,,,,,,,,,[1717][365],,,,,,,
324,ʿAbd Allāh b. ʿUmar b. Hishām al-Ḥaḍramī,عبد الله بن عمر ابن هشام الحضرمي,,,,,,,,,[626],,,,,,,
325,ʿAbd Allāh b. ʿUthmān al-Khazrajī,عبد الله بن عثمان الخزرجي,ʿAbd Allāh Ḍiyāʾ al-Dīn al-Khazrajī,عبد الله ضياء الدين الخزرجي,https://lccn.loc.gov/nr90012805,,Ḍiyyāʾ al-Dīn,ضياء الدين,"GAL I 312, S I 545",,[264],fl. ca. 650/1252,أزدهر 650/1252,,,,,
327,ʿAbd Allāh b. ʿUthmān b. Muʿādh b. ʿAlī,عبد الله بن عثمان بن معاذ بن علي,,,,,,,,,,,,,,,,
328,ʿAbd Allāh b. ʿUthmān b. Salīma al-Yūnusī,عبد الله بن عثمان بن سليمة اليونسي,,,,,,,,,[632],,,,,,,
329,ʿAbd Allāh b. Abal,عبد الله بن ابل,,,,,,,,,,,,,,,,
330,ʿAbd Allāh b. Abī al-Khiṣāl,عبد الله ابن أبي الخصال,,,,,,,,,,,,,,,,
331,ʿAbd Allāh b. Abī Bakr al-Ghadāmisī,عبد الله بن أبي بكر الغدامسي,,,,,Abū Shuʿayb,أبو شعيب,,,[174],1076/1665-6,,,,,,
333,Sīdī ʿAbd Allāh b. Abī Bakr at-Tinwājīwī,سيدي عبد الله بن أبي بكر التنواجيوي,,,,,Shaykh al-qirāʾāt,,Arabic Literature of Africa vol. V  p. 1466,الأدب العربي في أفريقيا المجلد الخامس ص 1466,[229],1145/1732-3,1145/1732-3,,,11,,
334,ʿAbd Allāh b. Abī Bakr b. ʿAlī al-Idayllbī,عبد الله بن أبي بكر بن علي الإيديلبي,,,,,,,,,[1426],,,,,,,
335,ʿAbd Allāh b. Abī Bakr Jirāb al-ʿIlm,عبد الله بن أبي بكر جراب العلم,,,,,,,,,,,,,,,,
336,Sīdī ʿAbd Allāh b. Sīdī Bubakr al-Massūmī,سيدي عبد الله بن سيدي ببكر المسومي,,,,,,,Arabic Literature of Africa vol. V  p. 1129,الأدب العربي في أفريقيا المجلد الخامس ص 1129,[593],1122/1710-1,1122/1710-1,,,11,,
338,ʿAbd Allāh b. Abī Bakr al-Shuqrāṭisī,عبد الله بن أبي بكر الشقراطسي,ʿAbd Allāh b. Abī Zakariyyāʾ al-Shuqrāṭisī; Muḥammad b. Abī Bakr b. Yaḥyā al-Shaqrāṭisī,عبد الله بن أبي زكرياء الشقراطسي : محمد بن أبي بكر بن يحيي الشقراطسي,http://id.loc.gov/authorities/names/nr94035418,,Abū ʿAbd Allāh,أبو عبد الله,"GAL I 268, S I 473",,[155],,,,,,,
