ID,Parent ID,Subject,Arabic Subject
2103,,history: Mali: Timbuktu,تاريخ: مالي: تنبكت
2104,,literature: eulogy: Ahmad b. Muhammad al-Amin,أدب: مدح: أحمد بن محمد الأمين
2105,,jurisprudence: duties: prayer: in mosques,فقه: عبادات: صلاة: مساجد
2106,,literature: elegy: Aʿmar b. Muḥammad al-Muṣṭafa b. Aḥmad al-Raqqā,أدب: رثاء: سيد أعمر بن محمد المصطفي بن أحمد الرقا
2108,,literature: eulogy: al-Tijani b. Muhammad b. Muhammad al-Amin,أدب: مدح: التيجاني بن محمد بن محمد الأمين
2110,,literature: elegy: Aḥmad b. Abī Bakr al-Māsinī,أدب: رثاء: أحمد بن أبي بكر الماسني
2111,,literature: elegy: Mūlāy ʿAli b. Mūlāy ʿAbd al-Salām al-Tuwātī,أدب: رثاء: مولاي اعلي بن مولاي عبد السلام التواتي
2114,,"literature: eulogy: Ahmad, Amir al-Muʾminun",أدب: مدح: أحمد أمير المؤمنين
2116,,literature: eulogy: Sidi Muhammad al-Kunti and al-Bakkay,أدب: مدح: سيد محمد الكنتي والبكاي
2119,,literature: elegy: Shuʿayb dan al-Amīr (Sarkī) Muḥammad,أدب: رثاء شعيب بن الأمير محمد
2122,,Sufism: orders: Tijaniyya: spiritual counsel,تصوف: طوق: تجانية: وعظ وإرشاد
2124,,Sufism: orders: Qadiriyya: hagiography,تصوف: طوق: قادرية: مناقب
2125,,esoteric sciences: geomancy / astrology,باطنيات: خط الرمل/ تنجيم
2128,,Sufism: orders: Tijaniyya: travel,تصوف: طوق: تجانية: رحلة
2129,,hadith: selections: conduct,حديث: مختارات آداب
2130,,hadith: selections: dhikr,حديث: مختارات ذكر
2132,,Sufism: orders: Tijaniyya: virtues of Ibrāhīm Niyās al-Kawlakhī,تصوف: طوق: تجانية: مناقب إبراهيم نيلس
2133,,Sufism: orders: Tijaniyya: response,تصوف: طوق: تجانية: رد
2145,,Sufism: orders: Muridiyya: piety,تصوف: طوق: مريدية: تقوى
2146,,Sufism: orders: Muridiyya: devotional,تصوف: طوق: مريدية: تحنث
2147,,Sufism: orders: Muridiyya: intercession,تصوف: طوق: مريدية: توسل
2148,,Sufism: orders: Muridiyya: litany,تصوف: طوق: مريدية: ورد
2149,,devotional: intercession: the Qurʾan,تحنث: توسل: القرءان
2151,,devotional: invocation: Qurʾan,تحنث: أدعية: قرءان
2153,,devotional: invocation: Tijaniyya:,تحنث: أدعية: تجانية
2154,,ethics: spiritual counsel / exhortation,أخلأق: وعظ / إرشاد
2155,,belief: fasting: laylat al-qadr,عقيدة: صيام: ليلة القدر
2157,,literature: riḥla / travel: Sufism,أدب: رحلات: تصوف
2158,,history: Ghana,تاريخ: غانا
2161,,Sufism: orders: Muridiyya: comportment,تصوف: طوق: مريدية: أدب
2164,,literature: study of,أدب: دراسة
2165,,history: Mali: Djenne,تاريخ: مالي: جنى
2166,,history: Nigeria: Islam in Nigeria,تاريخ: نيجيريا: الإسلام في نيجيريا
2170,,biography: Ibrahim Salih,تراجم: إبراهيم صالح
2171,,jurisprudence: economy,فقه: اقتصاد
2172,,history: Nigeria: Christian missions,تاريخ: نيجيريا: تبشير مسيحي
2174,,Sufism: litanies,تصوف: أوراد
2176,,Sufism: orders: Tijaniyya: eulogy: Ibrahim Salih,تصوف: طوق: تجانية: مدح: إبراهيم صالح
2178,,devotional: invocation: Muridiyya,تحنث: أدعية: مريدية
2179,,Sufism: orders: Tijaniyya Hamawiyya,تصوف: طوق: تجانية حموية
2180,,Sufism: orders: Tijaniyya: prayer on the Prophet,تصوف: طوق: تجانية: صلاة على النبي
2181,,Sufism: orders: Nasiriyya: litanies,تصوف: طوق: ناصرية: أوراد
2182,,devotional: supererogatory acts: remittance of sins,تحنث: نوافل: تقوى: تكفير الذنوب
2183,,hadith: selections: tombs,حديث: مختارات: قبور
2188,,literature: riḥla / travel: Tijaniyya,أدب: رحلات / تجانية
2189,,history: Fulani: clans,تاريخ: الفلانيين: قبائل الفلاتة
2190,,history: Mali: al-Hajj ʿUmar,تاريخ: مالي: الحاج عمر
2192,,biography: ʿAbd al-Karim al-Maghili,تراجم: عبد الكريم المغيلي
2193,,history: Ghana: Kumasi,تاريخ: غانا: كوماسي
2194,,Sufism: orders: Qadiriyya: virtues,تصوف: طوق: قادرية: فضائل
2196,,history: Ghana: Salaga,تاريخ: غانا: سلغ
2197,,history: Ghana: Gonja,تاريخ: غانا: غنجا
2198,,literature: elegy: al-Ḥājj Labbū,أدب: رثاء: الحاج لبو
2199,,literature: praise: Tetemu zongo,أدب: مدح: أهل زنغو تيتيمو
2200,,ethics: comportment: asceticism,أخلاق: سلوك: زهد
2201,,belief: Ashʿarism,عقيدة: أشعرية
2203,,history: Ghana: Wa,تاريخ: غانا: وا
2204,,Sufism: orders: Tijaniyya: eulogy: Mahmud Jeliya,تصوف: طوق: تجانية: مدح: محمود جليا
2205,,history: Ghana: Asante,تاريخ: غانا: عشنتي
2207,,history: Ghana: Daboya,تاريخ: غانا: دبويا
2211,,literature: elegy: al-Ḥājj Yaḥyā,أدب: رثاء: الحاج يحيى
2213,,Sufism: counsel,تصوف: إرشاد
2214,,devotional / history,تحنث / تاريخ
2215,,literature: eulogy: Mahmud Karantaw,أدب: مدح: محمود كرنتو
2219,,Sufism: orders: Tijaniyya: elegy: Muhammad b. ʿUthman,تصوف: طوق: تجانية: رثاء: محمد بن عثمان
2220,,history: Bilad al-Sudan: Watara,تاريخ: بلاد السودان: وترا
2221,,history: Ghana: Gyaman,تاريخ: غانا: غمن
2222,,history: Ghana: Kamaratay,تاريخ: غانا: كمقتي
2223,,hadith: selections: Friday,حديث: مختارات: يوم الجمعة
2224,,literature: eulogy: al-Ḥājj Ṣāliḥ,أدب: مدح: الحاج صالح
2225,,hadith: selections: knowledge,حديث: مختارات: علم
2227,,devotional: counsel & guidance,تحنث: وعظ وإرشاد
2232,,science / esoteric sciences,علوم / باطنيات
2234,,belief / advice,عقيدة / وعظ
2236,,devotional: counsel: asceticism,تحنث: وعظ: زهد
2238,,Sufism: orders: Tijaniyya: ijaza,تصوف: طوق: تجانية: إخازة
2239,,history: Bilad al-Sudan: Fulani,تاريخ: بلاد السودان: فلاتى
2240,,history: Ghana: al-Hajj ʿUmar of Kete-Krachi,تاريخ: غانا: الحاج عمر كيتى كراثي
2241,,literature: eulogy: Jabril b. ʿUmar ʿUthman b. Fudi,مدح: جبريل بن عمر عثمان بن فودي
2242,,literature: eulogy: al-Hajj ʿUmar of Kete-Krachi,أدب: مدح: [الحاج عمر كيتى كراثي]
2243,,literature: eulogy:  Ibn Mikal,أدب: مدح: ابن مكال
2245,,"literature: eulogy: Ṣallū, Sarkin Zongo",أدب: مدح: صلو سركن زنغو
2247,,literature: satire,أدب: هجاء
2248,,education: chain of authority: Idris b. Yaʿqub,تربية: سلسلة: إدريس بن يعقوب
2251,,history: Ghana: Wala,تاريخ: غانا: ولا
2252,,Arabic language: grammar: syntax,لغة عربية: نحو: إعراب
2254,,history: Ghana: Begho,تاريخ: غانا: بيغو
2255,,history: Ghana: Bonduku,تاريخ: غانا: بنطق
2256,,"literature: eulogy: Musa, Amir Dagomba",أدب: مدح: موسى أمير دغنبا
2257,,education: license: Qurʾan / hadith,تربية: إجازة: قرءان / حديث
2259,,devotional: praise: Islam,تحنث: مدح
2260,,ethics: comportment: repentance,أخلاق: سلوك: توبة
2262,,Sufism: orders: Tijaniyya: Kano,تصوف: طوق: تجانية: كنو
2263,,ethics: work,أخلاق: صناعة
2264,,history: Nigeria: events: rain,تاريخ: نيجيريا: حوادث: مطر
2265,,Sufism / lyrical love,تصوف غزل
2266,,devotional: names of the Prophet,تحنث: أسماء النبي
2270,,Sufism: orders: Qadiriyya: hagiography: ʿAbd al-Qadir al-Jaylani,تصوف: طرق: القادرية: مناقب: عبد القادر الجيلاني
2272,,devotional: repentance,تحنث: توبة
2273,,Sufism: orders: Tijaniyya: elegy: Muhammad Salagha,تصوف: طوق: تجانية: رثاء: محمد سلغ
2274,,Sufism: orders: Tijaniyya: elegy: ʿAbd Allah b. Muhammad Salagha,تصوف: طوق: تجانية: رثاء: عبد الله بن محمد سلغ
2275,,literature: eulogy: Amir Muhammad Sanusi,أدب: مدح: أمير محمد سنوسي
2277,,literature: elegy: Muḥammad dan Almājirī,أدب: رثاء: محمد طن ألماجري
2278,,Sufism: orders: Tijaniyya: Nigeria,تصوف: طوق: تجانية: نيجيريا
2280,,Sufism: orders: Tijaniyya: gnosis,تصوف: طوق: تجانية: معرفة
2288,,belief: eschatology / Sufism: exhortation,عقيدة: علوم الآخرة /  تصوف :وعظ
2296,,literature: elegy: visiting graves,أدب: رثاء : زيارة القبور
2297,,literature: eulogy: ʿUmar al-Fūṭī al-Tijānī,أدب: مدح: عمر الفوطى التجانى
2298,,literature: eulogy: al-Hajj Salih b. Muhammed (of Jensne),أدب: مدح: الحاج صالح محمد
2300,,literature: eulogy: Salih b. Muhammad,أدب: مدح: صالح بن محمد
2301,,literature: eulogy: Fodio family,أدب: مدح: آل فودى
2304,,literature: eulogy: Amir Ghadanfar,أدب: مدح: أمير غضنفر
2305,,literature: eulogy: Amir Ghadanfar Salwa,أدب: مدح: أمير غضنفر
2307,,history: Fulani: Futa,تاريخ: الفلانيين: فوطة
2308,,history: Ghana: Dagomba,تاريخ: غانا: دغبا
2309,,literature: praise: of Islam,أدب: مدح: إسلام
2311,,history: Bilad al-Sudan: spread of Islam,تاريخ: بلاد السودان: إنتشار الإسلام
2312,,history: Ghana: Bonduku: living with Christians,تاريخ: غانا: بندكو: العيش مع النصارى
2313,,history: Mampassi,تاريخ :مومباسا
2314,,literature: eulogy: the pious of Gambaga,أدب: مدح: الصالحين من جامبجا
2315,,history: Ghana: Bawku Zongo,تاريخ: غانا: ذنغ بكوا
2316,,history: Ghana: Jakpa & Ashanti,تاريخ: غانا: جاكبا و اشنتيس
2317,,history: Ghana: Kpembe,تاريخ: غانا: كنب
2318,,history: Ghana: Layfo,تاريخ: غانا: ليف
2319,,history: Ghana: Kawosi,تاريخ: غانا: كواسو
2321,,belief: theology / jurisprudence: legal opinions,عقيدة: توحيد/ فقه: فتاوى
2323,,history: Ghana: Namasa,تاريخ: غانا: نماسا
2324,,"history: Nigeria: Hausa, Bornu",تاريخ: نيجيريا: هوسا: برنو
2325,,history: Nigeria: Ilorin,تاريخ: نيجيريا: إلورن
2326,,education: license Tijaniyya,تربية: إجازة تجانى
2328,,Sufism: orders: Tijaniyya (ii) history: Sansanne Mango,{1} تصوف: طوق: تجانى {2} تاريخ:
2329,,history: Ghana: Dourouli,تاريخ: غانا: درور
2330,,history: Mossi,تاريخ: موثي
2332,,"jurisprudence: inheritance, Maliki",فقه: ميراث مالكى
2333,,biography: Muhammad b. Saʾyd and Shaihu b. Yaʾqub,تراجم: محمد بن سعيد و شيهو بن يعقوب
2335,,history: events: colonialism,تاريخ: حوادث: إستعمار
2336,,belief: prophets: ʿIsa (Jesus),عقيدة: أنبياء: عيسى
2337,,devotional: praise of Ali,تحنث: مدح على
2338,,history: Ghana: Yendi,تاريخ: غانا: يند
2340,,devotional: invocation: esoteric science: numerology,تحنث: أدعية. باطنيات: حساب
2342,,"jurisprudence: marriage: conception, period for",فقه: نكاح: مدة الحمل
2343,,Sufism: litanies: silsila,تصوف: أوراد، سلسلة
2346,,esoteric sciences: charms,باطنيات: رقى
2347,,Sufism: orders: Qadiriyya: silsila,تصوف: طوق: قادرية: سلسلة
2348,,esoteric sciences: charms / politics: administrative,باطنيات: رقى/ سياسة: إدارة
2354,,"hadith: al-Bukhari, index",حديث: البخاري فهرست
2356,,education: chain of authority: Qurʾan: exegesis,تربية: إجازة، قرآن: تفسير
2358,,history: Ghana: Attebubu,تاريخ: غانا: اتبوبوبنوا
2361,,conduct / ethics,آداب / أخلاق
2365,,history: Nigeria: Bauchi,تاريخ: نيجيريا: بوش
2368,,Qurʾan: sciences of: grammar,‬قرءان: علوم القرءان: نحو
2369,,belief: theology: scholastic,‬عقيدة: توحيد: كلام
2374,,Qurʾan: proclaimation,قرآن: ‬إعراب
2377,,Arabic language: grammar / rhetoric,‬لغة عربية: نحو /  ‬بلاغة
2379,,correspondence (undefined),مراسلة
2380,,Arabic language: ʿajami text (language not identified),لغة عربية: عجمي
2382,,history: struggle between Mecca and Madina,تاريخ: التنافس بين مكة والمدينة
2383,,Qurʾan: selections: examination of,قرآن: مختارات: خواص
2384,,Qurʾan: selections: in ʿajamī,قرآن: مختارات: خواص: مع العجمية
2385,,conduct: benefits (fawāʾid),آداب: فوائد
2386,,Qurʾan: benefits of,قرآن:  فوائد
2387,,esoteric sciences: invocation of names,باطنيات: أسماء
2388,,devotional: invocation: ʿAbd al-Qadir al-Jaylani,تحنث: أدعية: عبد القادر الجيلاني
2389,,esoteric sciences: spells,باطنيات: العزائم
2390,,Prophet Muhammad: midnight journey to the seven heavens,سيرة نبوية: المعراج
2391,,devotional: supplication,تحنث: دعاء
2392,,devotional: supplication: forgiveness,حنث: دعاء: استغفار
2393,,Arabic language: ʿajami: Hausa morphology,لغة عربية: عجمي: لغة حوسية: صرف
2394,,Sufism: seance,تصوف: اختلاج
2395,,esoteric sciences: secrets (in ʿajami),باطنيات: أسرار (مع العجمية)
2396,,esoteric sciences: secrets: in the Qurʾan,باطنيات: أسرار: القرآنية
2397,,esoteric sciences: secrets: in names,باطنيات: أسرار: أسماء
2398,,devotional: intercession: in the names of Allah,حنث: توسل بأسماء الله
2400,,esoteric sciences: good omens,باطنيات: فأل
2401,,science,علوم عامة
4521,,jurisprudence: marriage: contract,فقه: نكاح: شروط
4522,,literature: history of: Arabic poetry,أدب: تاريخ: شعر
4531,,conduct: quest for knowledge,آداب: طلب العلم
4533,,ethics: comportment: funerals,أخلاق: سلوك: الجنائز
4534,,ethics: reciting,أخلاق: قراءة
4547,,literature / biography: poets,أدب / تراجم: شعراء
4556,,biography: al-Mukhtar al-Salim,أدب: سيرة ذاتية
4558,,literature: poetry: Hassaniyya verse,أدب: شعر: حساني
4559,,literature: poetry: study of,أدب: شعر شعبي وموسيقى
4563,,literature: poetry: classical verse,أدب: شعر فصيح
4565,,literature: poetry: urjuza,أدب: شعر: أرجوزة
4567,,literature: customs & traditions,أدب: عادات وتقاليد
4568,,literature: prosody: rajaz,أدب: عروض: رجز
4572,,literature: eulogy: Bābah b. Aḥmad Baybah,أدب: مدح: بابه بن أحمد بيبه
4573,,literature: eulogy: Ibn Bu al-ʿArif,أدب: مدح: بن بولعراف
4578,,literature: social criticism,أدب: نقد اجتماعي
4580,,biography: Sidi Muhammad b. Sidiyya al-Kabir,تراجم: سيدي محمد بن الشيخ سيديا
4581,,music / Hasaniyya culture,موسيقى / أدب الحسانية
4582,,Sufism: supplication,تصوف: أدعية
4584,,genealogy / Sufism,أنساب/ تصوف
4585,,social matters: agreement,مجتمعية / أوفاق
4592,,biography: Muḥammad al-Māmī,تاريخ: الشيخ محمد المامي
4594,,history: Andalus,تاريخ: أندلس
4596,,history: Mauritania: tribes: Awlād Daymān,تاريخ: موريتانية: قبائل: أولاد ديمام
4598,,history: Arabs & Muslims,تاريخ: العرب والمسلمون
4604,,history: Mauritania: cemetaries,اريخ: موريتانية: مدافن
4605,,history: Mauritania: amirates of Trarza and Brakna,تاريخ: موريتانية: إمارتا اترارزه و لبراكنه
4607,,history: Mauritania: Tishit,تاريخ: موريتانية: تيشيت
4615,,history / jurisprudence,تاريخ/ فقه
4620,,biography: Amīr al-Muʾminīn ʿAlī b. Abī Ṭālib,تراجم: أمير المؤمنين علي بن أبي طالب
4621,,biography: Āʿmar al-Wālī al-Maḥjūbī,تراجم: اعمر الولي المحجوبي
4622,,biography: al-Hajj ʿUmar Tal,تراجم: الحاج عمر
4623,,biography: Shaykh Sidiyya Baba,تراجم: الشيخ سيدي باب
4626,,biography: Bāba b. Muḥammad al-Amīn,تراجم: بابه بن محمد الأمين
4629,,biography: Zayn b. Ajjmad,تراجم: زين بن أجمد
4630,,biography: collective: al-Yadali scholars,تراجم: جماعية: علماء: علماء اليداليين
4632,,biography: Muḥammad Yaḥyā b. Muḥammad al-Mukhtār [al-Dāwudī al-ʿAllūshī],تراجم: محمد يحي بن محمد المختار
4633,,biography: Shaykh Hārūn b. Muḥammad Sarbā,تراجم: هارون بن محمد سربا
4634,,biography: Aḥmad Dahāh al-ʿAlawī,تراجم: أحمد دهاه العلوي
4635,,biography: Aḥmad Abī al-Maʿālī,تراجم: الشيخ أحمد أبي المعالي
4637,,education: co-education,تربية: التعليم المختلط
4638,,education: Mauritanian maḥāẓir,تربية: محاظر موريتانية
4640,,education / history,تربية / تاريخ
4642,,Sufism / belief: theology,تصوف / وعقيدة: توحيد
4643,,Sufism / jurisprudence,تصوف / فقه
4645,,Sufism: secrets,تصوف: أسرار
4648,,Sufism: hagiography: Shaykh ʿAbd Allāh,تصوف: ترجمة
4651,,Sufism: prayer,تصوف: صلاة علي النبي
4652,,Sufism: Prayer to the Prophet,تصوف: صلاة علي النبي
4654,,Sufism: orders: Shādhiliyya: silsila,تصوف: طرق: لشاذلية: سلسلة
4655,,Sufism: orders: Fadiliyya,تصوف: طرق: فاضلية
4657,,Sufism: hagiography: ash-Shaykh ʿAbd al-Qadir,تصوف: مناقب: الشيخ عبد القادر
4660,,Sufism / biography,تصوف/ تراجم
4661,,Sufism / hadith,تصوف/ حديث
4664,,Sufism / Prophet Muhammad,تصوف / سيرة نبوية
4666,,Sufism / belief,تصوف / عقيدة
4668,,politics: settlement,سياسة: مصالحة
4669,,geography / jurisprudence: direction of the Kaʿba,جغرفيا /  فقه: جهة الكعبة
4670,,hadith: ijaza,حديث : إجازة
4671,,hadith: al-Bukhari and Muslim,حديث: البخاري ومسلم
4675,,hadith / history,حديث/ تاريخ
4681,,politics: settlement: Awlad Abyayrī,سياسة: مصالحة: أولاد ابييري
4682,,politics: settlement: Ḥurma b. Muḥammad Mukhtār,سياسة: مصالحة: حرمة بن محمد مختار
4683,,politics: settlement: Awlad Khajil,سياسة: مصالحة: أولاد خاجيل
4684,,politics / Arabic language,سياسة /  لغة عربية
4685,,politics / Sufism,سياسة / تصوف
4690,,Prophet Muhammad: names and attributes,سيرة نبوية: أسماء
4693,,Prophet Muhammad: campaigns and genealogy,سيرة نبوية: غزوات وأنساب
4698,,Prophet Muhammad: campaigns and delegations,سيرة نبوية: غزوات و وفود
4705,,Prophet Muhammad / jurisprudence,سيرة نبوية / فقه
4706,,Prophet Muhammad / Sufism,سيرة نبوية / تصوف
4709,,medicine: protection,طب: وقاية صحية
4711,,jurisprudence: duties: prayer: & eclipse,عبادات: صلاة: كسوف
4721,,belief: apostacy,عقيدة: ردة
4722,,belief: Salafiyya,عقيدة: سلفية
4724,,hadith: selections: Hour of Resurection,حديث: مختارات: أشراط الساعة
4725,,belief / ethics / Arabic language: grammar,عقيدة / أخلاق / نحو
4729,,belief / Sufism / Arabic language,عقيدة / تصوف / لغة عربية
4732,,belief / devotions,عقيدة / عبادات
4736,,science: botany,علوم: نباتات
4752,,jurisprudence: adjudication: prayer,فقه: قضاء: الصلاة
4761,,jurisprudence: adjudication: funeral processions,فقه: قضاء: جنائز
4767,,jurisprudence: homicide,فقه: ألغاز
4773,,jurisprudence: relations with unbelievers,فقه: التعامل مع الكفار
4776,,jurisprudence: lawful & unlawful: games,فقه: الحلال والحرام: الألعاب
4777,,jurisprudence: lawful & unlawful: blood money,فقه: الحلال والحرام: الدية
4779,,jurisprudence: lawful & unlawful: elections,فقه: الحلال والحرام: حكم الانتخابات
4781,,jurisprudence: lawful & unlawful: killing of Muslims,فقه: الحلال والحرام: ذبائح المسلمين
4785,,jurisprudence: duties: prayer (under colonial occup.),فقه: العلاقة مع المستعمر
4794,,jurisprudence: problems: succession,قه: مسائل: تبغ
4796,,jurisprudence: cemeteries,فقه: تربة
4800,,jurisprudence: adjudication: refutation,فقه: قضاء:  جدل
4801,,jurisprudence: duties: jihad (and French colonialism),فقه: عبادات: جهاد (المستعمر الفرنسي)
4806,,jurisprudence: adjudication: sacrifice,فقه: قضاء: الأضحية
4808,,jurisprudence: adjudication warfare,فقه: قضاء: الحرب
4809,,jurisprudence: adjudication: music,فقه: قضاء: الموسيقى
4810,,jurisprudence: adjudication: food,فقه: قضاء: بعض الأطعمة
4818,,jurisprudence: duties: zakat (livestock),فقه: عبادات: زكاة
4828,,jurisprudence: duties: prayer / hajj,فقه: عبادات: صلاة / حج
4829,,jurisprudence: duties: hospitality,فقه: عبادات: ضيافة
4844,,jurisprudence: duties: ritual purity / prayer / supplications,فقه: عبادات: طهارة / صلاة / أدعية
4849,,jurisprudence: adjudication: legal opinions: apostasy,فقه: قضاء: فتاوي: الردة
4851,,jurisprudence: adjudication: diverse,فقه: قضاء:: متعدد
4852,,jurisprudence: adjudication: drummng,فقه: قضاء: الطبل
4853,,jurisprudence: adjudication: proof of kinship,فقه: قضاء: ثبوت النسب
4854,,jurisprudence: adjudication: homicide,فقه: قضاء: دماء
4857,,jurisprudence: adjudication: ownership of palm trees,فقه: قضاء: ملكية نخيل
4859,,Jurisprudence: foundations,فقه: قواعد
4861,,jurisprudence: children,فقه: كافل
4869,,jurisprudence: transactions: sales: revocation,قه: معاملات: بيوع: إقالة
4870,,jurisprudence: transactions: trade relations with French,فقه: معاملات: التعامل الاستعمار الفرنسي
4871,,jurisprudence: transactions: with other Muslims,فقه: معاملات: العلاقات مع غير المسلمين
4872,,jurisprudence: transactions: conduct,فقه: معاملات: تأمين
4877,,jurisprudence: transactions: commercial entrerprise,فقه: معاملات: شركة
4878,,jurisprudence: polemics,فقه: مناظرة
4879,,jurisprudence: marriage: bride price,فقه: نكاح: المهر
4881,,jurisprudence: marriage: dowry,فقه: نكاح: صداق
4883,,jurisprudence: adjudication: legal opinions: colonialism,فقه: قضاء: فتاوي: إستعمار
4884,,jurisprudence: adjudication: property,فقه: قضاء: تمليكات
4887,,jurisprudence: slave girls,فقه: إيما
4889,,jurisprudence: travel,فقه: السفر
4891,,jurisprudence: foster relationships,فقه:رضاع
4892,,jurisprudence: transactions: manumission,فقه: معاملات: عتق
4896,,jurisprudence / history / custom,فقه / تاريخ / عادات
4898,,jurisprudence / belief: theology / hadith,فقه/ عقيدة: توحيد/ حديث
4900,,jurisprudence / hadith / Sufism / Arabic language,فقه / حديث / تصوف / لغة عربية
4902,,jurisprudence / Prophet Muhammad / belief,فقه /  سيرة نبوية /  عقيدة
4914,,jurisprudence / license,فقه / إجازة
4917,,jurisprudence / biography,فقه / تراجم
4920,,jurisprudence / Sufism / belief,فقه / تصوف / عقيدة
4926,,jurisprudence / Arabic language / literature,فقه / لغة عربية / أدب
4927,,jurisprudence / Arabic language / Prophet: biography,فقه / لغة عربية / سيرة
4928,,literature: reflections on Islam,أدب: فكر إسلامي
4930,,science: astronomy / belief,علوم: فلك/ عقيدة
4931,,science: astronomy / jurisprudence,علوم: فلك / فقه
4940,,Qurʾān: lending,قرآن:  تغيير
4942,,Qurʾān: ijaza (certificate),قرآن: إجازات
4945,,Qurʾān: recitation and orthography,قرآن: تجويد وإملاء
4946,,Qurʾān: recitation / exegesis,قرآن: تجويد / تفسير
4953,,Qurʾān: lexicon,قرآن: معجم
4956,,Qurʾān / education,قرآن / تربية
4959,,Qurʾān / biography,قرآن / تراجم
4963,,Qurʾān / belief,قرآن / عقيدة
4966,,Qurʾān / Arabic language,قرآن / لغة عربية
4967,,literature: prosody: Hassaniyya,أدب: عروض: حسانية
4968,,Arabic language: Hassaniyya: grammar,لغة عربية: لغة حسانية: نحو
4971,,Arabic language: Hassaniyya,لغة عربية: لغة حسانية
4972,,Arabic language: rhetoric / Prophet Muhammad,لغة عربية: بلاغة / سيرة النبي
4973,,Arabic language: rhetoric / logic,لغة عربية: بلاغة / منطق
4980,,biography: collective: grammarians,تراجم: جماعية: نحاة
4985,,Arabic language / history,لغة عربية /  تاريخ
4986,,Arabic language / Qurʾān / Prophet Muhammad,لغة عربية /  قرآن / سيرة نبوية
4991,,Arabic Language: ʿajami: Sanhaja,لغة عربية: معجم: لغة صنهاجية
4992,,Arabic language / history: genealogy,لغة عربية / تاريخ: أنساب
4994,,diverse: contemporary problems,متفرقات: مسائل معاصرة
5000,,Sufism: hagiography: Shaykh Māʾ al-ʿAynayn,تصوف: مناقب: الشيخ ماء العينين
5001,,logic / jurisprudence,منطق  / فقه
5002,,"encyclopedia: hadith, grammar, rhetoric, logic",موسوعة: مصطلح الحديث والنحو والبيان والمنطق
5003,,Qurʾan: selections: sura Quraish (Koreish),قرآن: مختارات: سورة قريش
5004,,Qurʾan: selections: sura al-Rahman,قرآن: مختارات: سورة الرحمن
5005,,Qurʾan: selections: sura al-Matafifin,قرآن: مختارات: سورة المطففين
5006,,Qurʾan: selections: sura al-Kahf,قرآن: مختارات: سورة الكهف
5007,,Qurʾan: selections: sura al-Jinn,قرآن: مختارات: سورة الجن
5008,,Qurʾan: selections: sura al-Qārʿa,قرآن: مختارات: سورة القارعة
5009,,Qurʾan: selections: sura al-Masad,قرآن: مختارات: سورة المسد
5010,,economy: trade: books,إقتصاد: تجارة: الكتب
5011,,jurisprudence: duties: purification: circumcision (male),فقه: عبادات: طهارة: ختان
5012,,politics: instructions,سياسة: أوامر
5013,,politics: instructions,سياسة: أوامر
5014,,economy: bequest,إقتصاد: تركة
5015,,devotional: invocation: basmala,تحنث: أدعية: بسملة
5016,,esoteric sciences: names of demons,باطنيات: أسماء الجن
5017,,economy: pawning/pledging,إقتصاد: رهن
5018,,social matters: thanks,مجتمعية: شكر
5019,,devotional: intercession: saints,تحنث: توسل: الأولياء
5020,,economy: gift,إقتصاد: الهبة
5021,,esoteric sciences: fawā ʾid,باطنيات: فوائد
5022,,social matters: grievance,مجتمعية: شكوى
5023,,social matters: trusteeship,مجتمعية: وصايا
5024,,economy: tribute,إقتصاد: جزية
5025,,belief: theology: day of resurection,عقيدة: توحيد: يوم القيامة
5026,,economy: trade: gunpowder,إقتصاد: تجارة: الملح
5027,,economy: trade: cattle,إقتصاد: تجارة: الأبقار
5029,,social matters: request for assistance,مجتمعية: طلب المساعدة
5030,,social matters: the destitute,مجتمعية: عائلية
5031,,social matters: assistance,مجتمعية: معاونة
5033,,economy: theft,إقتصاد: سرقة
5034,,Qurʾan: selections: sura ʿAmm,قرآن: مختارات: سورة عم
5035,,Qurʾan: selections: sura Ṣad,قرآن: مختارات: سورة ص
5036,,Qurʾan: selections: sura al-Baqara,قرآن: مختارات: سورة البقرة
5037,,Qurʾan: selections: sura al-Ḥāqa,قرآن: مختارات: سورة الحاقة
5038,,Qurʾan: selections: sura al-Malik,قرآن: مختارات: سورة الملك
5039,,Qurʾan: selections: sura Ṭah,قرآن: مختارات: سورة طه
5040,,social matters: notification of a death,مجتمعية: إعلان وفاة
5041,,borrowing,استعارة
5042,,document,وثائق
5043,,lending,إعارة
5044,,proclaimation,اعلان
5045,,loyality,أمانة
5046,,disavowal,انكار
5047,,review,التفقد
5048,,preparation,تهئة
5049,,delay,رجاء
5050,,virtues,مناقب
5051,,esoteric sciences: beneficial,باطنيات: منافع
5052,,ornamentation,زخارف
5053,,literature: pre-Islamic poetry: Shanfarā,أدب: جاهلي: شننفري
5054,,jurisprudence: schools: Maliki,فقه: مذحاب: مالكي
5055,,jurisprudence: manual: Mālikī,فقه :فروع الفقه: مالكي
5056,,belief: theology / jurisprudence: duties,عقيدة: توحيد / فقه: عبادات
5057,,Qurʾan: sciences of: revelation,قرآن: علوم القرآن: أسباب النزول
5058,,Qurʾan: exegesis: the Opening: hidden meanings,قرآن: تفسير: الفاتحة: أسرار
5059,,marriage and divorce,النكاح والطلاق
5060,,proxy,وكالة
5061,,jurisprudence: wages,فقه: أجر
